26113.5,24021.0,148835.0
27220.5,22954.5,146880.0
25893.0,21222.0,144500.0
27121.5,21798.0,144797.5
26041.5,21775.5,145095.0
27072.0,23026.5,144160.0
26653.5,22986.0,143310.0
26703.0,22527.0,141525.0
23377.5,22873.5,137827.5
23274.0,22734.0,137317.5
25519.5,22950.0,135915.0
25101.0,22824.0,133875.0
25204.5,23233.5,132090.0
25254.0,22900.5,131920.0
25042.5,23031.0,131835.0
24174.0,23346.0,130560.0
24529.5,23436.0,128860.0
26577.0,23809.5,115770.0
18603.0,6718.5,126565.0
19647.0,6282.0,127075.0
19417.5,6349.5,126990.0
19323.0,6012.0,126820.0
20173.5,6930.0,126140.0
19723.5,6273.0,125630.0
19714.5,6048.0,125290.0
19170.0,6619.5,125035.0
20466.0,6579.0,124865.0
19849.5,7074.0,124270.0
20110.5,7159.5,124355.0
19885.5,8298.0,124185.0
19386.0,7004.25,123972.5
19534.5,7150.5,123632.5
19642.5,6853.5,123335.0
19746.0,6183.0,123080.0
19705.5,5683.5,122655.0
18846.0,5688.0,122357.5
20578.5,5287.5,122145.0
20007.0,5472.0,122187.5
19525.5,5332.5,121380.0
19395.0,5202.0,121210.0
19800.0,5350.5,120870.0
19300.5,5980.5,120360.0
19462.5,5944.5,120020.0
22414.5,7591.5,132600.0
19737.0,5701.5,127840.0
19858.5,5535.0,128095.0
21032.4375,6165.5625,128530.625
21471.75,6459.75,128987.5
22500.0,6183.0,129795.0
22342.5,6484.5,129922.5
22891.5,6300.0,130135.0
22464.0,5602.5,131155.0
22333.5,5863.5,131835.0
23260.5,6867.0,132855.0
23584.5,6660.0,133025.0
23791.5,6322.5,133195.0
24525.0,6511.5,133450.0
26230.5,9931.5,140930.0
25564.5,7731.0,136850.0
25560.0,8145.0,137020.0
25609.5,8379.0,137105.0
25047.0,7551.0,137275.0
26257.5,9072.0,138125.0
26293.5,8748.0,141695.0
26122.5,8811.0,142120.0
26050.5,9292.5,142885.0
23499.0,25393.5,126225.0
26370.0,8329.5,143225.0
24858.0,23139.0,144500.0
24858.0,23139.0,144500.0
25015.5,22045.5,143395.0
23998.5,23040.0,139740.0
23067.0,23692.5,139315.0
23427.0,23287.5,137657.5
25033.5,23364.0,136765.0
25033.5,23364.0,136765.0
22005.0,22248.0,136680.0
25681.5,22896.0,136255.0
22716.0,22918.5,135915.0
23454.0,24192.0,134980.0
24817.5,22846.5,134045.0
24673.5,23130.0,133535.0
24673.5,23130.0,133535.0
22765.5,23211.0,132940.0
25456.5,23481.0,132260.0
25456.5,23481.0,132260.0
22225.5,23656.5,131240.0
23022.0,22873.5,129965.0
24430.5,23346.0,129880.0
23850.0,24844.5,129370.0
23485.5,23985.0,128690.0
23485.5,23985.0,128690.0
23703.75,23031.0,128562.5
23703.75,23031.0,128562.5
24655.5,25897.5,127160.0
20092.5,6300.0,120020.0
13648.5,22068.0,12835.0
14184.0,14206.5,11645.0
13955.625,22711.5,13281.25
14710.5,17149.5,10795.0
13414.5,19098.0,12155.0
26514.0,26059.5,11220.0
12663.0,22374.0,13515.0
20977.875,6150.9375,8112.1875
16177.5,15601.5,10965.0
14838.75,18839.25,7692.5
14760.0,18553.5,10540.0
26586.0,9423.0,4165.0
17136.0,15718.5,10710.0
16078.5,20245.5,10625.0
14794.875,28078.875,45581.25
32197.5,17028.0,10115.0
32247.0,13639.5,13897.5
14298.75,13641.75,10497.5
33630.75,14600.25,10242.5
15723.0,19525.5,10455.0
12919.5,23584.5,14280.0
12919.5,23584.5,14280.0
12919.5,23584.5,14280.0
13531.5,21240.0,12750.0
13531.5,21240.0,12750.0
14985.0,21190.5,12410.0
14985.0,21190.5,12410.0
12127.5,15165.0,12325.0
12802.5,17698.5,11985.0
12802.5,17698.5,11985.0
12766.5,18940.5,12155.0
12766.5,18940.5,12155.0
15239.25,23708.25,11772.5
15239.25,23708.25,11772.5
13095.0,15435.0,11815.0
13095.0,15435.0,11815.0
13036.5,16065.0,11815.0
13036.5,16065.0,11815.0
12154.5,15781.5,11645.0
12469.5,15534.0,11645.0
12469.5,15534.0,11645.0
